edad,hombre,estrato_energia,tipo_ocupacion,maximo_nivel_educativo,ocupado,nivel_educativo_alto,grado_escolar_aprobado,actividad_ultima_semana,cotizante,pet,llave_hogar,llave_persona,llave_vivienda,horas_trabajadas,ingreso_total,tamanio_firma,informal,chunk,chunk_origen,ans_educ,nivel_educ,exp_potencial,estrato_factor,ln_ingreso_total,edu_may_10,mujer
53,0,2,4,6,1,5,11,4,2,1,1,2,4568434,35,450000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,36,2,13.017002861746503,1,1
53,0,4,4,7,1,6,5,1,1,1,1,1,4568435,48,2100000,1,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,33.5,4,14.557447902693651,1,1
54,1,4,4,7,1,6,7,1,3,1,1,2,4568435,40,10000000,1,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,14.5,terciaria,33.5,4,16.11809565095832,1,0
26,0,4,4,7,1,6,5,1,1,1,1,3,4568435,40,2510000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,6.5,4,14.735793311107967,1,1
23,0,4,1,7,1,6,5,1,1,1,1,4,4568435,40,2500000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,3.5,4,14.73180128983843,1,1
42,0,2,1,7,1,6,5,1,1,1,1,1,4568436,48,1112333.375,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,22.5,2,13.921970506524197,1,1
44,1,2,1,7,1,6,2,1,1,1,1,2,4568436,48,1250000,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,26,2,14.038654109278484,1,0
23,1,2,1,7,1,6,2,1,1,1,1,3,4568436,48,781242,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,5,2,13.568640239980319,1,0
52,0,2,4,4,1,3,5,1,2,1,1,1,4568437,70,400000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,41,2,12.89921982609012,0,1
51,1,2,1,6,1,5,11,1,1,1,1,1,4568438,48,928219.6875,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,34,2,13.741023715971515,1,0
50,1,1,5,6,1,5,10,1,2,1,1,2,4568439,54,1500000,3,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,10,media,34,1,14.22097566607244,0,0
31,0,2,1,7,1,6,5,1,1,1,1,1,4568440,50,2166666.75,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,11.5,2,14.588700484659293,1,1
46,1,4,4,7,1,6,10,1,1,1,1,1,4568441,48,3000000,1,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,16,terciaria,24,4,14.914122846632385,1,0
39,1,4,4,7,1,6,5,1,1,1,1,2,4568441,40,2000000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,19.5,4,14.508657738524219,1,0
58,0,2,4,5,1,4,9,1,2,1,1,1,4568442,84,1400000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,9,secundaria,43,2,14.151982794585487,0,1
26,1,4,1,7,1,6,5,1,1,1,1,1,4568443,55,2189000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,6.5,4,14.598955376505,1,0
26,1,4,1,7,1,6,2,1,1,1,1,2,4568443,60,1900000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,8,4,14.457364444136669,1,0
60,0,1,3,5,1,4,7,4,2,1,1,2,4568444,8,130000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,7,secundaria,47,1,11.77528972943772,0,1
38,1,1,4,6,1,5,11,1,2,1,1,3,4568444,84,800000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,21,1,13.592367006650065,1,0
43,0,2,1,4,1,3,5,1,1,1,1,1,4568445,48,991953,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,32,2,13.80743100611233,0,1
51,0,1,1,3,1,3,1,1,1,1,1,1,4568446,48,781242,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,1,primaria,44,1,13.568640239980319,0,1
57,0,2,4,7,1,6,3,6,3,1,1,1,4568447,25,400000,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12.5,terciaria,38.5,2,12.89921982609012,1,1
51,1,2,1,6,1,5,11,1,1,1,1,2,4568447,55,1585000,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,34,2,14.276094965293519,1,0
25,0,2,4,7,1,6,2,1,2,1,1,3,4568447,48,1500000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,7,2,14.22097566607244,1,1
37,1,2,4,7,1,6,5,1,2,1,1,2,4568448,40,10000000,4,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,17.5,2,16.11809565095832,1,0
59,0,2,1,6,1,5,11,1,1,1,1,2,4568449,48,810408.6875,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,42,2,13.605293951873959,1,1
29,0,2,1,7,1,6,0,1,1,1,1,3,4568449,48,1473461,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,terciaria,12,2,14.20312461321545,1,1
20,0,2,1,7,1,6,0,1,1,1,1,1,4568450,48,931953,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,terciaria,3,2,13.745037663211585,1,1
69,0,2,4,5,1,4,6,1,2,1,1,1,4568451,54,200000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,6,secundaria,57,2,12.206072645530174,0,1
37,1,2,4,7,1,6,2,1,2,1,1,2,4568451,48,200000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,19,2,12.206072645530174,1,0
27,1,1,4,6,1,5,11,1,2,1,1,1,4568452,72,800000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,10,1,13.592367006650065,1,0
49,1,2,5,4,1,3,5,1,1,1,1,1,4568453,48,800000,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,38,2,13.592367006650065,0,0
36,1,2,4,6,1,5,11,1,2,1,1,1,4568454,48,300000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,19,2,12.611537753638338,1,0
28,0,3,1,7,1,6,3,1,1,1,1,1,4568455,48,1841666.625,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12.5,terciaria,9.5,3,14.426181494075546,1,1
27,1,3,1,6,1,5,11,1,1,1,1,2,4568455,48,2000000,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,10,3,14.508657738524219,1,0
62,1,2,4,6,1,5,11,1,3,1,1,1,4568456,12,3000000,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,45,2,14.914122846632385,1,0
37,1,2,1,7,1,6,3,1,1,1,1,3,4568456,48,1500000,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12.5,terciaria,18.5,2,14.22097566607244,1,0
66,0,2,4,6,1,5,11,4,2,1,1,1,4568457,48,250000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,49,2,12.429216196844383,1,1
52,0,2,1,6,1,5,11,1,2,1,1,1,4568458,60,1800000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,35,2,14.403297222866392,1,1
31,1,2,1,7,1,6,2,1,2,1,1,2,4568458,60,1200000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,13,2,13.997832114758229,1,0
30,1,2,4,7,1,6,2,1,2,1,1,1,4568459,60,800000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,12,2,13.592367006650065,1,0
38,0,2,1,7,1,6,3,1,1,1,1,2,4568459,48,2000000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12.5,terciaria,19.5,2,14.508657738524219,1,1
44,0,2,4,6,1,5,11,1,2,1,1,1,4568463,77,1200000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,27,2,13.997832114758229,1,1
18,1,2,1,7,1,6,0,1,2,1,1,2,4568463,40,400000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,terciaria,1,2,12.89921982609012,1,0
46,0,3,4,6,1,5,11,4,2,1,1,1,4568464,18,200000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,29,3,12.206072645530174,1,1
68,1,3,4,4,1,3,5,6,2,1,1,1,4568466,20,300000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,57,3,12.611537753638338,0,0
44,1,3,4,6,1,5,11,6,2,1,1,2,4568466,24,400000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,27,3,12.89921982609012,1,0
40,0,6,1,7,1,6,11,1,1,1,1,2,4568467,30,6783333,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,16.5,terciaria,17.5,6,15.729979132044718,1,1
48,0,3,4,4,1,3,5,1,1,1,1,1,4568468,60,260000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,37,3,12.468436909997665,0,1
58,0,3,3,4,1,3,5,1,1,1,1,2,4568468,30,650000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,47,3,13.38472764187182,0,1
51,0,3,1,6,1,5,11,1,1,1,1,3,4568468,48,959429.4375,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,34,3,13.774094050818904,1,1
43,0,3,1,6,1,5,11,1,1,1,1,5,4568468,49,930929.4375,3,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,26,3,13.743938761227865,1,1
20,0,3,1,7,1,6,4,3,2,1,1,6,4568468,8,448888,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13,terciaria,1,3,13.014528692401132,1,1
19,1,1,4,4,1,3,5,1,2,1,1,1,4568470,60,600000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,8,1,13.304684934198283,0,0
26,0,2,1,7,1,6,3,1,1,1,1,2,4568472,48,2000000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12.5,terciaria,7.5,2,14.508657738524219,1,1
34,1,3,1,5,1,4,8,1,1,1,1,1,4568473,54,991953,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,8,secundaria,20,3,13.80743100611233,0,0
34,0,3,4,6,1,5,11,1,2,1,1,2,4568473,45,600000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,17,3,13.304684934198283,1,1
19,1,2,1,5,1,4,9,1,2,1,1,1,4568475,54,800000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,9,secundaria,4,2,13.592367006650065,0,0
36,1,3,1,7,1,6,2,1,1,1,1,1,4568476,48,1183333.375,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,18,3,13.983845907994755,1,0
53,1,3,4,4,1,3,5,1,2,1,1,2,4568476,58,800000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,42,3,13.592367006650065,0,0
39,1,3,1,7,1,6,2,1,1,1,1,3,4568476,48,955929.4375,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,21,3,13.770439379162992,1,0
29,1,2,1,5,1,4,8,1,1,1,1,1,4568477,48,931119.6875,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,8,secundaria,15,2,13.74414310599848,0,0
53,0,2,4,5,1,4,9,1,1,1,1,1,4568478,40,200000,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,9,secundaria,38,2,12.206072645530174,0,1
22,1,2,4,6,1,5,11,2,2,1,1,2,4568480,48,400000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,5,2,12.89921982609012,1,0
24,0,2,1,5,1,4,9,1,2,1,1,1,4568481,60,672000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,9,secundaria,9,2,13.418013619505286,0,1
51,0,6,1,7,1,6,8,1,1,1,1,1,4568482,50,7600000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,15,terciaria,30,6,15.84365880525656,1,1
51,1,6,1,7,1,6,8,1,1,1,1,2,4568482,55,15966666,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,15,terciaria,30,6,16.58601373195938,1,0
20,1,2,1,7,1,6,0,1,1,1,1,2,4568483,48,928211,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,terciaria,3,2,13.741014356613196,1,0
25,1,6,1,7,1,6,5,1,1,1,1,1,4568485,48,3008333.25,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,5.5,6,14.916896745814277,1,0
25,1,6,1,7,1,6,5,1,1,1,1,2,4568485,48,2708333.25,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,5.5,6,14.811843966742734,1,0
20,1,2,1,6,1,5,11,1,2,1,1,2,4568486,48,869453,4,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,3,2,13.675619557261447,1,0
61,1,2,4,7,1,6,1,1,2,1,1,1,4568489,56,1000000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11.5,terciaria,43.5,2,13.815510557964274,1,0
41,0,6,1,7,1,6,6,1,1,1,1,2,4568490,50,18000000,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,14,terciaria,21,6,16.70588231586044,1,1
53,0,6,3,6,1,5,11,1,1,1,1,5,4568490,40,1130000,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,36,6,13.937728190688523,1,1
37,1,2,4,7,1,6,5,1,2,1,1,1,4568491,68,1800000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,17.5,2,14.403297222866392,1,0
32,0,2,1,7,1,6,2,1,1,1,1,2,4568491,48,1317377.625,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,14,2,14.09115367083317,1,1
25,1,3,1,6,1,5,10,1,1,1,1,1,4568493,48,1215929.375,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,10,media,9,3,14.011019260051818,0,0
22,1,3,1,6,1,5,11,1,1,1,1,2,4568493,48,869453,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,5,3,13.675619557261447,1,0
27,0,6,4,7,1,6,5,1,1,1,1,1,4568494,48,1900000,1,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,13.5,terciaria,7.5,6,14.457364444136669,1,1
29,0,6,3,5,1,4,9,1,1,1,1,3,4568494,60,842742,1,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,9,secundaria,14,6,13.644416140319123,0,1
54,1,3,4,5,1,4,7,1,2,1,1,1,4568495,70,900000,1,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,7,secundaria,41,3,13.710150042306449,0,0
27,1,2,1,6,1,5,11,1,1,1,1,1,4568496,60,1200000,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,10,2,13.997832114758229,1,0
32,0,2,1,6,1,5,11,1,2,1,1,2,4568496,63,870000,4,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,15,2,13.676248490630767,1,1
20,0,2,1,6,1,5,11,1,2,1,1,1,4568497,48,250000,2,1,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,3,2,12.429216196844383,1,1
24,1,2,1,6,1,5,11,1,1,1,1,2,4568497,48,1216666.625,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,7,2,14.011625402643988,1,0
43,1,2,1,4,1,3,5,1,1,1,1,1,4568498,50,963453,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,5,primaria,32,2,13.778278985158947,0,0
40,0,2,1,6,1,5,11,1,1,1,1,2,4568498,48,959929.4375,3,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,23,2,13.774615058138403,1,1
32,1,2,1,5,1,4,8,1,1,1,1,1,4568499,48,1183333.375,2,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,8,secundaria,18,2,13.983845907994755,0,0
36,0,2,1,7,1,6,2,1,1,1,1,2,4568499,48,869461,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12,terciaria,18,2,13.67562875840653,1,1
21,0,2,1,6,1,5,11,1,1,1,1,1,4568500,60,869453,4,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,4,2,13.675619557261447,1,1
34,1,2,1,6,1,5,11,1,1,1,1,1,4568501,50,1629000,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,11,media,17,2,14.303476887584182,1,0
26,0,2,1,7,1,6,3,6,1,1,1,2,4568501,45,1488211,5,0,2,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_2.html,12.5,terciaria,7.5,2,14.213085285397622,1,1
49,1,3,1,7,1,6,5,1,1,1,1,1,4568502,48,2688211,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,13.5,terciaria,29.5,3,14.804386474568256,1,0
24,1,3,1,7,1,6,4,1,1,1,1,2,4568502,48,934453,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,13,terciaria,5,3,13.747716610337942,1,0
25,0,2,1,7,1,6,0,1,1,1,1,1,4568503,48,1116127.625,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,11,terciaria,8,2,13.925375774703861,1,1
24,1,4,1,7,1,6,5,1,1,1,1,1,4568505,48,1284000,4,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,13.5,terciaria,4.5,4,14.065490763232043,1,0
25,0,4,4,7,1,6,5,1,2,1,1,2,4568505,48,1900000,1,1,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,13.5,terciaria,5.5,4,14.457364444136669,1,1
46,0,4,4,7,1,6,5,6,1,1,1,1,4568506,60,300000,1,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,13.5,terciaria,26.5,4,12.611537753638338,1,1
21,1,4,4,7,1,6,3,1,2,1,1,1,4568508,70,1800000,1,1,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,12.5,terciaria,2.5,4,14.403297222866392,1,0
32,0,4,4,7,1,6,7,1,2,1,1,1,4568511,30,2000000,2,1,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,14.5,terciaria,11.5,4,14.508657738524219,1,1
27,1,4,4,7,1,6,5,1,2,1,1,2,4568511,50,2000000,2,1,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,13.5,terciaria,7.5,4,14.508657738524219,1,0
40,1,1,1,6,1,5,11,1,1,1,1,1,4568514,48,1638211,4,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,11,media,23,1,14.309115350727946,1,0
38,0,1,1,3,1,3,3,1,2,1,1,2,4568514,40,500000,3,1,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,3,primaria,29,1,13.122363377404328,0,1
23,1,1,4,3,1,3,4,1,2,1,1,1,4568515,72,1000000,1,1,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,4,primaria,13,1,13.815510557964274,0,0
59,0,4,4,7,1,6,3,1,3,1,1,2,4568516,10,1300000,1,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,12.5,terciaria,40.5,4,14.077874822431765,1,1
26,0,2,1,6,1,5,11,1,1,1,1,1,4568518,56,1230000,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,11,media,9,2,14.0225247273486,1,1
19,1,1,4,5,1,4,9,1,2,1,1,1,4568519,78,850000,1,1,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,9,secundaria,4,1,13.652991628466498,0,0
64,1,1,1,4,1,3,5,1,1,1,1,1,4568520,48,1088211,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,5,primaria,53,1,13.90004562141882,0,0
21,1,1,1,7,1,6,2,1,1,1,1,3,4568520,48,1088211,4,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,12,terciaria,3,1,13.90004562141882,1,0
23,1,2,1,6,1,5,11,1,1,1,1,1,4568521,50,1120000,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,11,media,6,2,13.928839243271277,1,0
31,0,2,4,4,1,3,5,1,2,1,1,2,4568522,40,140000,1,1,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,5,primaria,20,2,11.84939770159144,0,1
52,0,1,2,7,1,6,8,1,1,1,1,2,4568523,30,1500000,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,15,terciaria,31,1,14.22097566607244,1,1
29,0,1,2,7,1,6,3,1,1,1,1,3,4568523,60,1500000,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,12.5,terciaria,10.5,1,14.22097566607244,1,1
34,1,1,2,6,1,5,11,1,1,1,1,4,4568523,72,1500000,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,11,media,17,1,14.22097566607244,1,0
28,0,2,1,6,1,5,11,1,1,1,1,1,4568525,48,781242,2,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,11,media,11,2,13.568640239980319,1,1
28,1,2,1,6,1,5,11,1,1,1,1,2,4568525,48,781242,2,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,11,media,11,2,13.568640239980319,1,0
38,1,2,2,6,1,5,11,1,1,1,1,1,4568526,48,1351000,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,11,media,21,2,14.116355616942336,1,0
40,1,2,2,7,1,6,3,1,1,1,1,1,4568529,45,2575500,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,12.5,terciaria,21.5,2,14.761554247987776,1,0
37,0,2,1,7,1,6,4,1,1,1,1,2,4568529,40,2700833.5,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,13,terciaria,18,2,14.809070987039076,1,1
30,0,2,1,7,1,6,3,1,1,1,1,4,4570242,48,833333.3125,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,12.5,terciaria,11.5,2,13.633188976170318,1,1
31,0,2,1,7,1,6,6,1,1,1,1,2,4570242,70,2708333.25,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,14,terciaria,11,2,14.811843966742734,1,1
40,1,2,1,6,1,5,11,1,1,1,1,3,4570242,48,2654166.75,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,11,media,23,2,14.79164132159162,1,0
24,1,2,1,7,1,6,0,1,1,1,1,1,4570243,48,1038211,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,11,terciaria,7,2,13.853009597580165,1,0
23,1,4,4,7,1,6,2,3,2,1,1,1,4570244,8,200000,1,1,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,12,terciaria,5,4,12.206072645530174,1,0
25,1,1,1,7,1,6,2,1,1,1,1,1,4570247,48,902786.3125,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,12,terciaria,7,1,13.713241162645323,1,0
23,1,1,1,7,1,6,2,1,1,1,1,2,4570247,48,988211,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,12,terciaria,5,1,13.803651516681763,1,0
30,1,1,5,6,1,5,11,1,2,1,1,1,4570248,48,1500000,2,1,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,11,media,13,1,14.22097566607244,1,0
42,0,2,3,5,1,4,6,1,2,1,1,2,4570249,36,560000,1,1,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,6,secundaria,30,2,13.235692062711331,0,1
44,1,2,1,6,1,5,11,1,1,1,1,1,4570249,72,1143333.375,5,0,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,11,media,27,2,13.94945856691716,1,0
39,1,1,5,6,1,5,11,1,2,1,1,1,4570250,56,5000000,2,1,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,11,media,22,1,15.424948470398375,1,0
67,1,3,4,5,1,4,8,1,2,1,1,1,4572159,66,2600000,1,1,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,8,secundaria,53,3,14.77102200299171,0,0
54,1,3,4,7,1,6,5,1,2,1,1,2,4572160,12,800000,1,1,3,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_3.html,13.5,terciaria,34.5,3,13.592367006650065,1,0
