edad,hombre,estrato_energia,tipo_ocupacion,maximo_nivel_educativo,ocupado,nivel_educativo_alto,grado_escolar_aprobado,actividad_ultima_semana,cotizante,pet,llave_hogar,llave_persona,llave_vivienda,horas_trabajadas,ingreso_total,tamanio_firma,informal,chunk,chunk_origen,ans_educ,nivel_educ,exp_potencial,estrato_factor,ln_ingreso_total,edu_may_10,mujer
30,0,3,4,6,1,5,11,4,2,1,1,5,4632039,20,250000,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,13,3,12.429216196844383,1,1
51,1,3,1,3,1,3,4,1,1,1,2,1,4632040,48,781242,4,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,4,primaria,41,3,13.568640239980319,0,0
20,1,3,1,7,1,6,1,1,1,1,1,3,4632041,48,1043333.375,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11.5,terciaria,2.5,3,13.857931313784327,1,0
47,0,3,4,6,1,5,11,1,2,1,1,2,4632041,48,1200000,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,30,3,13.997832114758229,1,1
47,0,3,1,5,1,4,8,1,1,1,1,2,4632043,48,869453,4,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,8,secundaria,33,3,13.675619557261447,0,1
57,1,3,1,6,1,5,11,1,1,1,1,1,4632043,48,1327211,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,40,3,14.098590305949402,1,0
23,0,2,1,6,1,5,11,1,2,1,1,1,4632044,48,600000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,6,2,13.304684934198283,1,1
43,1,2,1,6,1,5,11,1,1,1,1,1,4632045,44,1349000,4,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,26,2,14.114874135189893,1,0
42,0,2,4,3,1,3,3,1,2,1,1,2,4632045,40,800000,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,3,primaria,33,2,13.592367006650065,0,1
51,1,2,1,7,1,6,2,1,1,1,1,1,4632046,60,1011000,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12,terciaria,33,2,13.82645049800261,1,0
45,0,2,4,6,1,5,11,1,2,1,1,2,4632046,30,480000,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,28,2,13.081541382884074,1,1
45,0,2,4,4,1,3,5,1,2,1,1,2,4632047,59,1000000,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,5,primaria,34,2,13.815510557964274,0,1
20,1,2,1,4,1,3,5,1,1,1,1,6,4632047,48,1000000,3,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,5,primaria,9,2,13.815510557964274,0,0
23,0,2,1,6,1,5,11,1,1,1,1,5,4632047,48,1463211,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,6,2,14.196143893799807,1,1
27,0,2,3,7,1,6,2,3,2,1,1,4,4632047,8,200000,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12,terciaria,9,2,12.206072645530174,1,1
28,1,2,1,7,1,6,3,1,1,1,1,3,4632047,48,1354877.625,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12.5,terciaria,9.5,2,14.119221694564278,1,0
34,1,2,1,4,1,3,5,1,1,1,1,1,4632048,48,811242,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,5,primaria,23,2,13.606321685626698,0,0
37,0,2,3,1,1,1,0,1,1,1,1,2,4632048,45,863900,2,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,0,ninguno,31,2,13.669212300346976,0,1
20,1,2,1,7,1,6,1,1,1,1,1,2,4632049,48,868211,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11.5,terciaria,2.5,2,13.674190051659098,1,0
53,0,2,1,3,1,3,4,1,2,1,1,2,4632050,40,960000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,4,primaria,43,2,13.77468856344402,0,1
50,1,2,5,4,1,3,5,1,2,1,1,1,4632050,48,800000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,5,primaria,39,2,13.592367006650065,0,0
20,1,2,1,6,1,5,11,4,2,1,1,3,4632050,21,160000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,3,2,11.982929094215963,1,0
29,0,2,4,5,1,4,7,1,1,1,1,1,4632051,48,1000000,1,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,7,secundaria,16,2,13.815510557964274,0,1
29,1,2,1,5,1,4,9,1,1,1,1,2,4632051,44,1400000,4,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,9,secundaria,14,2,14.151982794585487,0,0
45,1,2,1,6,1,5,11,1,1,1,1,1,4632052,64,1035000,4,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,28,2,13.849911984681606,1,0
31,1,2,1,6,1,5,10,1,2,1,1,1,4632053,48,800000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,10,media,15,2,13.592367006650065,0,0
33,0,2,1,7,1,6,2,1,1,1,1,2,4632053,48,1993666.625,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12,terciaria,15,2,14.505486026459069,1,1
58,1,2,1,5,1,4,7,6,3,1,1,2,4632054,48,930929.4375,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,7,secundaria,45,2,13.743938761227865,0,0
55,0,2,1,4,1,3,5,1,1,1,1,1,4632054,48,930929.4375,2,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,5,primaria,44,2,13.743938761227865,0,1
26,1,2,1,6,1,5,11,1,1,1,1,4,4632054,72,1619211,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,9,2,14.29744955153047,1,0
44,1,2,1,6,1,5,11,1,2,1,1,1,4632055,48,700000,3,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,27,2,13.458835614025542,1,0
61,1,2,1,3,1,3,2,1,1,1,1,1,4632056,48,847908.6875,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,2,primaria,53,2,13.650528229141244,0,0
57,0,3,1,3,1,3,3,1,2,1,1,1,4632057,54,781242,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,3,primaria,48,3,13.568640239980319,0,1
29,1,3,1,7,1,6,0,1,1,1,1,3,4632057,48,930929.4375,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,terciaria,12,3,13.743938761227865,1,0
23,1,3,1,7,1,6,3,1,1,1,1,2,4632057,48,1208333.375,4,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12.5,terciaria,4.5,3,14.004752592085561,1,0
26,0,3,1,7,1,6,3,1,1,1,1,3,4632058,48,1189211,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12.5,terciaria,7.5,3,13.988800619979209,1,1
73,1,3,4,4,1,3,5,1,2,1,1,1,4632058,48,800000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,5,primaria,62,3,13.592367006650065,0,0
34,0,3,4,6,1,5,11,6,2,1,1,1,4632059,15,800000,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,17,3,13.592367006650065,1,1
24,1,2,1,7,1,6,5,1,1,1,1,3,4632060,58,1408333.375,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13.5,terciaria,4.5,2,14.1579175596911,1,0
38,0,2,3,3,1,3,4,1,1,1,1,1,4632061,52,1084453,1,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,4,primaria,28,2,13.896586270366198,0,1
26,1,2,1,6,1,5,11,1,1,1,2,1,4632061,48,781242,3,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,9,2,13.568640239980319,1,0
21,1,2,1,7,1,6,2,1,1,1,3,1,4632061,48,1020000,2,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12,terciaria,3,2,13.835313185260453,1,0
59,1,2,1,5,1,4,7,1,1,1,1,1,4632062,48,869453,4,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,7,secundaria,46,2,13.675619557261447,0,0
30,0,2,1,7,1,6,2,1,1,1,1,3,4632062,48,926119.6875,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12,terciaria,12,2,13.738758757435804,1,1
56,1,2,1,4,1,3,5,1,1,1,1,4,4632062,48,837908.6875,4,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,5,primaria,45,2,13.638664408729989,0,0
35,1,2,1,7,1,6,5,1,1,1,1,1,4632064,60,4608333.5,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13.5,terciaria,15.5,2,15.343376852870927,1,0
42,0,2,1,6,1,5,11,6,2,1,1,2,4632065,4,50000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,25,2,10.819778284410283,1,1
36,0,3,4,6,1,5,11,1,2,1,1,1,4632067,76,800000,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,19,3,13.592367006650065,1,1
39,1,3,1,6,1,5,10,1,2,1,1,2,4632067,40,1200000,3,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,10,media,23,3,13.997832114758229,0,0
29,0,2,1,7,1,6,2,1,1,1,1,1,4632068,48,1419611,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12,terciaria,11,2,14.165893448386052,1,1
38,1,2,2,7,1,6,2,1,1,1,1,1,4632069,54,3541666.75,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12,terciaria,20,2,15.080108007636056,1,0
45,0,2,1,7,1,6,5,6,1,1,1,2,4632069,52,1955000,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13.5,terciaria,25.5,2,14.485900751401603,1,1
53,0,2,1,6,1,5,11,1,1,1,1,1,4632070,72,980853,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,36,2,13.796177880224501,1,1
40,1,2,1,7,1,6,2,1,1,1,1,1,4632072,60,1090000,4,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12,terciaria,22,2,13.901688254205327,1,0
38,0,2,4,7,1,6,3,4,2,1,1,2,4632072,8,5000,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12.5,terciaria,19.5,2,8.517193191416238,1,1
34,0,2,1,7,1,6,5,4,2,1,1,2,4632074,20,240000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13.5,terciaria,14.5,2,12.388394202324129,1,1
30,1,2,1,6,1,5,11,1,1,1,1,1,4632074,48,1163211,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,13,2,13.96669484238793,1,0
29,0,3,1,7,1,6,2,1,1,1,1,1,4632075,45,961786.3125,2,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12,terciaria,11,3,13.776547576595304,1,1
29,1,1,4,6,1,5,11,1,2,1,1,1,4632077,72,900000,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,12,1,13.710150042306449,1,0
25,0,1,1,7,1,6,2,1,1,1,1,2,4632077,40,841242,2,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12,terciaria,7,1,13.64263465023761,1,1
51,1,1,1,6,1,5,11,1,1,1,1,1,4632078,48,842718.4375,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,34,1,13.644388180600252,1,0
24,0,3,1,6,1,5,10,1,2,1,1,2,4632079,48,800000,4,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,10,media,8,3,13.592367006650065,0,1
45,0,3,1,4,1,3,5,1,2,1,1,1,4632079,70,800000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,5,primaria,34,3,13.592367006650065,0,1
39,1,1,1,6,1,5,11,1,1,1,1,5,4632080,50,850000,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,22,1,13.652991628466498,1,0
33,0,1,4,5,1,4,7,1,2,1,1,2,4632080,48,500000,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,7,secundaria,20,1,13.122363377404328,0,1
49,1,1,4,3,1,3,2,1,2,1,1,1,4632081,48,600000,4,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,2,primaria,41,1,13.304684934198283,0,0
43,0,1,3,5,1,4,6,1,2,1,1,2,4632081,48,650000,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,6,secundaria,31,1,13.38472764187182,0,1
68,1,3,4,7,1,6,5,1,3,1,1,1,4632083,29,800000,1,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13.5,terciaria,48.5,3,13.592367006650065,1,0
66,0,4,4,6,1,5,10,6,2,1,1,2,4632084,16,2000000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,10,media,50,4,14.508657738524219,0,1
38,0,4,1,7,1,6,3,1,1,1,1,5,4632084,48,1418544.375,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12.5,terciaria,19.5,4,14.165141815787209,1,1
48,0,4,1,7,1,6,3,1,1,1,1,3,4632084,40,2700000,4,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12.5,terciaria,29.5,4,14.808762330974558,1,1
70,1,4,4,6,1,5,11,6,2,1,1,1,4632084,20,2000000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,53,4,14.508657738524219,1,0
68,0,4,4,7,1,6,5,1,3,1,1,1,4632085,40,3200000,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13.5,terciaria,48.5,4,14.978661367769956,1,1
30,0,4,1,7,1,6,5,1,1,1,1,2,4632085,40,3333333.25,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13.5,terciaria,10.5,4,15.01948333729021,1,1
42,1,4,1,7,1,6,6,1,1,1,1,2,4632086,48,7216667,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,14,terciaria,22,4,15.791903769934038,1,0
65,1,4,1,7,1,6,6,1,3,1,1,1,4632086,48,6000000,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,14,terciaria,45,4,15.60727002719233,1,0
31,1,3,4,6,1,5,11,1,1,1,1,1,4632087,60,1600000,2,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,14,3,14.28551418721001,1,0
35,0,2,1,6,1,5,11,1,1,1,1,2,4632088,48,992929.4375,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,18,2,13.808414880582998,1,1
37,1,2,1,6,1,5,11,1,1,1,1,1,4632088,56,992929.4375,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,20,2,13.808414880582998,1,0
30,0,2,1,7,1,6,3,1,2,1,1,2,4632090,48,600000,4,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12.5,terciaria,11.5,2,13.304684934198283,1,1
58,0,3,1,5,1,4,7,1,3,1,1,2,4632091,48,1198211,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,7,secundaria,45,3,13.996340169027144,0,1
54,0,4,3,6,1,5,11,1,2,1,1,2,4632092,48,850000,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,37,4,13.652991628466498,1,1
58,0,4,4,7,1,6,6,1,3,1,1,1,4632093,30,2355000,4,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,14,terciaria,38,4,14.672051285432655,1,1
50,1,2,4,3,1,3,3,6,2,1,1,1,4632094,42,700000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,3,primaria,41,2,13.458835614025542,0,0
79,1,4,4,7,1,6,3,1,3,1,1,1,4632095,35,300000,1,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12.5,terciaria,60.5,4,12.611537753638338,1,0
30,1,3,1,5,1,4,7,1,2,1,1,1,4632096,50,1000000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,7,secundaria,17,3,13.815510557964274,0,0
31,0,3,1,6,1,5,11,1,2,1,1,2,4632096,48,700000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,14,3,13.458835614025542,1,1
43,0,4,4,7,1,6,5,1,1,1,1,2,4632097,15,1500000,4,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13.5,terciaria,23.5,4,14.22097566607244,1,1
54,1,4,4,7,1,6,8,1,3,1,1,1,4632097,25,4000000,1,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,15,terciaria,33,4,15.201804919084164,1,0
49,1,2,1,5,1,4,9,1,1,1,1,1,4632098,48,1474211,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,9,secundaria,34,2,14.203633489383616,0,0
43,0,2,1,6,1,5,11,1,1,1,1,2,4632098,54,990711,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,26,2,13.806178146159802,1,1
37,1,2,1,5,1,4,8,1,2,1,1,1,4632099,40,680000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,8,secundaria,23,2,13.42984807715229,0,0
35,0,2,4,5,1,4,8,1,2,1,1,4,4632099,48,480000,4,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,8,secundaria,21,2,13.081541382884074,0,1
39,1,2,4,5,1,4,7,1,2,1,1,5,4632099,60,800000,4,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,7,secundaria,26,2,13.592367006650065,0,0
32,1,2,1,5,1,4,7,1,2,1,1,6,4632099,60,1000000,4,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,7,secundaria,19,2,13.815510557964274,0,0
59,0,4,4,7,1,6,5,1,2,1,1,1,4632100,48,1000000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13.5,terciaria,39.5,4,13.815510557964274,1,1
37,1,4,4,7,1,6,5,1,1,1,1,2,4632100,48,1000000,2,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13.5,terciaria,17.5,4,13.815510557964274,1,0
24,0,2,1,7,1,6,3,1,1,1,1,3,4632101,40,869453,4,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12.5,terciaria,5.5,2,13.675619557261447,1,1
57,1,1,1,3,1,3,2,1,2,1,1,1,4632104,48,1400000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,2,primaria,49,1,14.151982794585487,0,0
61,0,1,1,3,1,3,4,6,2,1,1,2,4632104,24,200000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,4,primaria,51,1,12.206072645530174,0,1
24,1,1,1,6,1,5,11,1,1,1,1,3,4632104,48,1038211,4,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,7,1,13.853009597580165,1,0
68,0,4,1,7,1,6,4,6,3,1,1,1,4632106,10,100000,2,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13,terciaria,49,4,11.512925464970229,1,1
25,1,4,1,7,1,6,5,1,1,1,1,2,4632106,48,1800000,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13.5,terciaria,5.5,4,14.403297222866392,1,0
25,0,4,1,7,1,6,4,1,1,1,2,1,4632106,48,1488211,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13,terciaria,6,4,14.213085285397622,1,1
47,0,3,1,7,1,6,3,1,1,1,1,1,4632108,42,1625000,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12.5,terciaria,28.5,3,14.301018373745976,1,1
25,1,2,1,6,1,5,11,1,2,1,1,1,4632109,66,900000,3,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,8,2,13.710150042306449,1,0
69,1,4,4,7,1,6,7,1,3,1,1,1,4632111,24,1800000,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,14.5,terciaria,48.5,4,14.403297222866392,1,0
25,1,4,1,7,1,6,6,1,1,1,1,2,4632111,48,1666666.625,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,14,terciaria,5,4,14.326336156730264,1,0
45,0,1,1,6,1,5,10,1,2,1,1,1,4632112,45,800000,3,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,10,media,29,1,13.592367006650065,0,1
34,1,2,1,6,1,5,11,1,2,1,1,1,4632113,48,900000,4,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,17,2,13.710150042306449,1,0
43,0,3,2,7,1,6,9,1,1,1,1,1,4632114,55,6400000,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,15.5,terciaria,21.5,3,15.671808548329901,1,1
37,0,3,1,6,1,5,11,1,2,1,1,1,4632115,74,950000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,20,3,13.764217263576723,1,1
39,1,2,4,4,1,3,5,1,2,1,1,1,4632116,90,950000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,5,primaria,28,2,13.764217263576723,0,0
50,0,2,4,6,1,5,11,1,2,1,1,2,4632116,90,450000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,33,2,13.017002861746503,1,1
55,0,1,1,3,1,3,2,6,1,1,1,2,4632118,48,869453,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,2,primaria,47,1,13.675619557261447,0,1
61,1,1,1,4,1,3,5,1,1,1,1,1,4632118,48,930929.4375,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,5,primaria,50,1,13.743938761227865,0,0
42,0,1,1,5,1,4,8,1,2,1,1,2,4632119,48,900000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,8,secundaria,28,1,13.710150042306449,0,1
44,1,4,1,7,1,6,5,1,1,1,1,1,4632120,48,4008333.25,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13.5,terciaria,24.5,4,15.203886064497969,1,0
39,0,4,1,7,1,6,7,1,1,1,1,2,4632120,48,5904166.5,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,14.5,terciaria,18.5,4,15.591168846084312,1,1
30,0,4,2,7,1,6,7,1,1,1,1,1,4632122,48,5816666.5,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,14.5,terciaria,9.5,4,15.576237889291304,1,1
32,0,4,1,7,1,6,5,1,1,1,1,3,4632122,48,1400000,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,13.5,terciaria,12.5,4,14.151982794585487,1,1
52,1,4,1,7,1,6,6,6,1,1,1,2,4632123,48,930929.4375,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,14,terciaria,32,4,13.743938761227865,1,0
53,0,4,3,3,1,3,4,1,2,1,1,3,4632123,48,781242,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,4,primaria,43,4,13.568640239980319,0,1
61,1,2,1,6,1,5,11,1,1,1,1,1,4632124,48,2050000,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,44,2,14.53335035111459,1,0
32,1,2,1,7,1,6,2,1,1,1,1,5,4632124,48,959929.4375,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,12,terciaria,14,2,13.774615058138403,1,0
18,1,2,1,7,1,6,1,1,2,1,1,3,4632125,48,781242,5,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11.5,terciaria,0.5,2,13.568640239980319,1,0
39,1,2,4,4,1,3,5,1,2,1,1,1,4632125,90,2000000,2,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,5,primaria,28,2,14.508657738524219,0,0
57,1,2,1,5,1,4,8,1,1,1,1,1,4632126,48,2166666.75,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,8,secundaria,43,2,14.588700484659293,0,0
33,0,2,1,4,1,3,5,1,1,1,1,1,4632127,48,898619.6875,5,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,5,primaria,22,2,13.708615184458989,0,1
46,1,1,4,5,1,4,9,1,1,1,1,1,4632128,48,1000000,1,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,9,secundaria,31,1,13.815510557964274,0,0
40,0,1,1,6,1,5,11,1,1,1,1,2,4632128,48,1200929.375,2,0,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,23,1,13.998606294170665,1,1
60,1,3,4,6,1,5,11,1,2,1,1,1,4632129,48,3000000,1,1,5,https://ignaciomsarmiento.github.io/GEIH2018_sample/pages/geih_page_5.html,11,media,43,3,14.914122846632385,1,0
